"ClarityName","Months","busDays","actualDays","fte","Role","Team","Director","VP"
"Charles McCrossin",2017-04-01,20,20,1,"Individual Contributor","Customer Service","William Smith","Harry Potter"
"Charles McCrossin",2017-05-01,23,23,1,"Individual Contributor","Customer Service","William Smith","Harry Potter"
"Charles McCrossin",2017-06-01,22,22,1,"Individual Contributor","Customer Service","William Smith","Harry Potter"
"Charles McCrossin",2017-07-01,21,21,1,"Individual Contributor","Customer Service","William Smith","Harry Potter"
"Charles McCrossin",2017-08-01,23,23,1,"Individual Contributor","Customer Service","William Smith","Harry Potter"
"Charles McCrossin",2017-09-01,21,21,1,"Individual Contributor","Customer Service","William Smith","Harry Potter"
"Charles McCrossin",2017-10-01,22,22,1,"Individual Contributor","Customer Service","William Smith","Harry Potter"
"Charles McCrossin",2017-11-01,22,22,1,"Individual Contributor","Customer Service","William Smith","Harry Potter"
"Charles McCrossin",2017-12-01,21,21,1,"Individual Contributor","Customer Service","William Smith","Harry Potter"
"Charlotte Melton",2015-01-01,22,22,1,"Individual Contributor","UX","Helga Pataki","Harry Potter"
"Charlotte Melton",2015-02-01,20,20,1,"Individual Contributor","UX","Helga Pataki","Harry Potter"
"Charlotte Melton",2015-03-01,22,22,1,"Individual Contributor","UX","Helga Pataki","Harry Potter"
"Charlotte Melton",2015-04-01,22,22,1,"Individual Contributor","UX","Helga Pataki","Harry Potter"
"Charlotte Melton",2015-05-01,21,21,1,"Individual Contributor","UX","Helga Pataki","Harry Potter"
"Charlotte Melton",2015-06-01,22,22,1,"Individual Contributor","UX","Helga Pataki","Harry Potter"
"Charlotte Melton",2015-07-01,23,23,1,"Individual Contributor","UX","Helga Pataki","Harry Potter"
"Charlotte Melton",2015-08-01,21,21,1,"Individual Contributor","UX","Helga Pataki","Harry Potter"
"Charlotte Melton",2015-09-01,22,22,1,"Individual Contributor","UX","Helga Pataki","Harry Potter"
"Charlotte Melton",2015-10-01,22,22,1,"Individual Contributor","UX","Helga Pataki","Harry Potter"
"Charlotte Melton",2015-11-01,21,21,1,"Individual Contributor","UX","Helga Pataki","Harry Potter"
"Charlotte Melton",2015-12-01,23,23,1,"Individual Contributor","UX","Helga Pataki","Harry Potter"
"Charlotte Melton",2016-01-01,21,21,1,"Individual Contributor","UX","Helga Pataki","Harry Potter"
"Charlotte Melton",2016-02-01,21,21,1,"Individual Contributor","UX","Helga Pataki","Harry Potter"
"Charlotte Melton",2016-03-01,23,23,1,"Individual Contributor","UX","Helga Pataki","Harry Potter"
"Charlotte Melton",2016-04-01,21,21,1,"Individual Contributor","UX","Helga Pataki","Harry Potter"
"Charlotte Melton",2016-05-01,22,22,1,"Individual Contributor","UX","Helga Pataki","Harry Potter"
"Charlotte Melton",2016-06-01,22,22,1,"Individual Contributor","UX","Helga Pataki","Harry Potter"
"Charlotte Melton",2016-07-01,21,21,1,"Individual Contributor","UX","Helga Pataki","Harry Potter"
"Charlotte Melton",2016-08-01,23,23,1,"Individual Contributor","UX","Helga Pataki","Harry Potter"
"Charlotte Melton",2016-09-01,22,22,1,"Individual Contributor","UX","Helga Pataki","Harry Potter"
"Charlotte Melton",2016-10-01,21,21,1,"Individual Contributor","UX","Helga Pataki","Harry Potter"
"Charlotte Melton",2016-11-01,22,22,1,"Individual Contributor","UX","Helga Pataki","Harry Potter"
"Charlotte Melton",2016-12-01,22,22,1,"Individual Contributor","UX","Helga Pataki","Harry Potter"
"Charlotte Melton",2017-01-01,22,22,1,"Individual Contributor","UX","Helga Pataki","Harry Potter"
"Charlotte Melton",2017-02-01,20,20,1,"Individual Contributor","UX","Helga Pataki","Harry Potter"
"Charlotte Melton",2017-03-01,23,23,1,"Individual Contributor","UX","Helga Pataki","Harry Potter"
"Charlotte Melton",2017-04-01,20,20,1,"Individual Contributor","UX","Helga Pataki","Harry Potter"
"Charlotte Melton",2017-05-01,23,23,1,"Individual Contributor","UX","Helga Pataki","Harry Potter"
"Charlotte Melton",2017-06-01,22,22,1,"Individual Contributor","UX","Helga Pataki","Harry Potter"
"Charlotte Melton",2017-07-01,21,21,1,"Individual Contributor","UX","Helga Pataki","Harry Potter"
"Charlotte Melton",2017-08-01,23,23,1,"Individual Contributor","UX","Helga Pataki","Harry Potter"
"Charlotte Melton",2017-09-01,21,21,1,"Individual Contributor","UX","Helga Pataki","Harry Potter"
"Charlotte Melton",2017-10-01,22,22,1,"Individual Contributor","UX","Helga Pataki","Harry Potter"
"Charlotte Melton",2017-11-01,22,22,1,"Individual Contributor","UX","Helga Pataki","Harry Potter"
"Charlotte Melton",2017-12-01,21,21,1,"Individual Contributor","UX","Helga Pataki","Harry Potter"
"Christina DeMoss",2015-03-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Christina Vanderzanden",2015-01-01,22,22,1,"Individual Contributor","Oracle","Jesusa Shin","Harry Potter"
"Christina Vanderzanden",2015-02-01,20,20,1,"Individual Contributor","Oracle","Jesusa Shin","Harry Potter"
"Christina Vanderzanden",2015-03-01,22,22,1,"Individual Contributor","Oracle","Jesusa Shin","Harry Potter"
"Christina Vanderzanden",2015-04-01,22,22,1,"Individual Contributor","Oracle","Jesusa Shin","Harry Potter"
"Christina Vanderzanden",2015-05-01,21,21,1,"Individual Contributor","Oracle","Jesusa Shin","Harry Potter"
"Christina Vanderzanden",2015-06-01,22,22,1,"Individual Contributor","Oracle","Jesusa Shin","Harry Potter"
"Christina Vanderzanden",2015-07-01,23,23,1,"Individual Contributor","Oracle","Jesusa Shin","Harry Potter"
"Christina Vanderzanden",2015-08-01,21,21,1,"Individual Contributor","Oracle","Jesusa Shin","Harry Potter"
"Christina Vanderzanden",2015-09-01,22,22,1,"Individual Contributor","Oracle","Jesusa Shin","Harry Potter"
"Christina Vanderzanden",2015-10-01,22,22,1,"Individual Contributor","Oracle","Jesusa Shin","Harry Potter"
"Christina Vanderzanden",2015-11-01,21,21,1,"Individual Contributor","Oracle","Jesusa Shin","Harry Potter"
"Christina Vanderzanden",2015-12-01,23,23,1,"Individual Contributor","Oracle","Jesusa Shin","Harry Potter"
"Christina Vanderzanden",2016-01-01,21,21,1,"Individual Contributor","Oracle","Jesusa Shin","Harry Potter"
"Christina Vanderzanden",2016-02-01,21,21,1,"Individual Contributor","Oracle","Jesusa Shin","Harry Potter"
"Christina Vanderzanden",2016-03-01,23,23,1,"Individual Contributor","Oracle","Jesusa Shin","Harry Potter"
"Christina Vanderzanden",2016-04-01,21,21,1,"Individual Contributor","Oracle","Jesusa Shin","Harry Potter"
"Christina Vanderzanden",2016-05-01,22,22,1,"Individual Contributor","Oracle","Jesusa Shin","Harry Potter"
"Christina Vanderzanden",2016-06-01,22,22,1,"Individual Contributor","Oracle","Jesusa Shin","Harry Potter"
"Christina Vanderzanden",2016-07-01,21,21,1,"Individual Contributor","Oracle","Jesusa Shin","Harry Potter"
"Christina Vanderzanden",2016-08-01,23,23,1,"Individual Contributor","Oracle","Jesusa Shin","Harry Potter"
"Christina Vanderzanden",2016-09-01,22,22,1,"Individual Contributor","Oracle","Jesusa Shin","Harry Potter"
"Christina Vanderzanden",2016-10-01,21,21,1,"Individual Contributor","Oracle","Jesusa Shin","Harry Potter"
"Christina Vanderzanden",2016-11-01,22,22,1,"Individual Contributor","Oracle","Jesusa Shin","Harry Potter"
"Christina Vanderzanden",2016-12-01,22,22,1,"Individual Contributor","Oracle","Jesusa Shin","Harry Potter"
"Christina Vanderzanden",2017-01-01,22,22,1,"Individual Contributor","Oracle","Jesusa Shin","Harry Potter"
"Christina Vanderzanden",2017-02-01,20,20,1,"Individual Contributor","Oracle","Jesusa Shin","Harry Potter"
"Christina Vanderzanden",2017-03-01,23,23,1,"Individual Contributor","Oracle","Jesusa Shin","Harry Potter"
"Christina Vanderzanden",2017-04-01,20,20,1,"Individual Contributor","Oracle","Jesusa Shin","Harry Potter"
"Christina Vanderzanden",2017-05-01,23,23,1,"Individual Contributor","Oracle","Jesusa Shin","Harry Potter"
"Christina Vanderzanden",2017-06-01,22,22,1,"Individual Contributor","Oracle","Jesusa Shin","Harry Potter"
"Christina Vanderzanden",2017-07-01,21,21,1,"Individual Contributor","Oracle","Jesusa Shin","Harry Potter"
"Christina Vanderzanden",2017-08-01,23,23,1,"Individual Contributor","Oracle","Jesusa Shin","Harry Potter"
"Christina Vanderzanden",2017-09-01,21,21,1,"Individual Contributor","Oracle","Jesusa Shin","Harry Potter"
"Christina Vanderzanden",2017-10-01,22,22,1,"Individual Contributor","Oracle","Jesusa Shin","Harry Potter"
"Christina Vanderzanden",2017-11-01,22,22,1,"Individual Contributor","Oracle","Jesusa Shin","Harry Potter"
"Christina Vanderzanden",2017-12-01,21,21,1,"Individual Contributor","Oracle","Jesusa Shin","Harry Potter"
"Christopher Schild",2015-01-01,22,22,1,"Individual Contributor","Cloud OPS","Leonardo Dicaprio","Harry Potter"
"Christopher Schild",2015-02-01,20,20,1,"Individual Contributor","Cloud OPS","Leonardo Dicaprio","Harry Potter"
"Christopher Schild",2015-03-01,22,22,1,"Individual Contributor","Cloud OPS","Leonardo Dicaprio","Harry Potter"
"Christopher Schild",2015-04-01,22,22,1,"Individual Contributor","Cloud OPS","Leonardo Dicaprio","Harry Potter"
"Christopher Schild",2015-05-01,21,21,1,"Individual Contributor","Cloud OPS","Leonardo Dicaprio","Harry Potter"
"Christopher Schild",2015-06-01,22,22,1,"Individual Contributor","Cloud OPS","Leonardo Dicaprio","Harry Potter"
"Christopher Schild",2015-07-01,23,23,1,"Individual Contributor","Cloud OPS","Leonardo Dicaprio","Harry Potter"
"Christopher Schild",2015-08-01,21,21,1,"Individual Contributor","Cloud OPS","Leonardo Dicaprio","Harry Potter"
"Christopher Schild",2015-09-01,22,22,1,"Individual Contributor","Cloud OPS","Leonardo Dicaprio","Harry Potter"
"Christopher Schild",2015-10-01,22,22,1,"Individual Contributor","Cloud OPS","Leonardo Dicaprio","Harry Potter"
"Christopher Schild",2015-11-01,21,21,1,"Individual Contributor","Cloud OPS","Leonardo Dicaprio","Harry Potter"
"Christopher Schild",2015-12-01,23,23,1,"Individual Contributor","Cloud OPS","Leonardo Dicaprio","Harry Potter"
"Christopher Schild",2016-01-01,21,21,1,"Individual Contributor","Cloud OPS","Leonardo Dicaprio","Harry Potter"
"Christopher Schild",2016-02-01,21,21,1,"Individual Contributor","Cloud OPS","Leonardo Dicaprio","Harry Potter"
"Christopher Schild",2016-03-01,23,23,1,"Individual Contributor","Students & AR","Leonardo Dicaprio","Harry Potter"
"Christopher Schild",2016-04-01,21,21,1,"Individual Contributor","Students & AR","Leonardo Dicaprio","Harry Potter"
"Christopher Schild",2016-05-01,22,22,1,"Individual Contributor","Students & AR","Leonardo Dicaprio","Harry Potter"
"Christopher Schild",2016-06-01,22,22,1,"Individual Contributor","Students & AR","Leonardo Dicaprio","Harry Potter"
"Christopher Schild",2016-07-01,21,21,1,"Individual Contributor","Students & AR","Leonardo Dicaprio","Harry Potter"
"Christopher Schild",2016-08-01,23,23,1,"Individual Contributor","Students & AR","Leonardo Dicaprio","Harry Potter"
"Christopher Schild",2016-09-01,22,22,1,"Individual Contributor","Students & AR","Leonardo Dicaprio","Harry Potter"
"Christopher Schild",2016-10-01,21,21,1,"Individual Contributor","Students & AR","Leonardo Dicaprio","Harry Potter"
"Christopher Schild",2016-11-01,22,22,1,"Individual Contributor","Students & AR","Leonardo Dicaprio","Harry Potter"
"Christopher Schild",2016-12-01,22,22,1,"Individual Contributor","Students & AR","Leonardo Dicaprio","Harry Potter"
"Christopher Schild",2017-01-01,22,22,1,"Individual Contributor","Students & AR","Leonardo Dicaprio","Harry Potter"
"Christopher Schild",2017-02-01,20,20,1,"Individual Contributor","Students & AR","Leonardo Dicaprio","Harry Potter"
"Christopher Schild",2017-03-01,23,23,1,"Individual Contributor","Students & AR","Leonardo Dicaprio","Harry Potter"
"Christopher Schild",2017-04-01,20,20,1,"Individual Contributor","Students & AR","Leonardo Dicaprio","Harry Potter"
"Christopher Schild",2017-05-01,23,23,1,"Individual Contributor","Students & AR","Leonardo Dicaprio","Harry Potter"
"Christopher Schild",2017-06-01,22,22,1,"Individual Contributor","Students & AR","Leonardo Dicaprio","Harry Potter"
"Christopher Schild",2017-07-01,21,21,1,"Individual Contributor","Students & AR","Leonardo Dicaprio","Harry Potter"
"Christopher Schild",2017-08-01,23,23,1,"Individual Contributor","Students & AR","Leonardo Dicaprio","Harry Potter"
"Christopher Schild",2017-09-01,21,21,1,"Individual Contributor","Students & AR","Leonardo Dicaprio","Harry Potter"
"Christopher Schild",2017-10-01,22,22,1,"Individual Contributor","Students & AR","Leonardo Dicaprio","Harry Potter"
"Christopher Schild",2017-11-01,22,22,1,"Individual Contributor","Students & AR","Leonardo Dicaprio","Harry Potter"
"Christopher Schild",2017-12-01,21,21,1,"Individual Contributor","Students & AR","Leonardo Dicaprio","Harry Potter"
"Chuck Magee",2015-01-01,22,22,1,"Team Lead","Finance","Michael Fassbender","Harry Potter"
"Chuck Magee",2015-02-01,20,20,1,"Team Lead","Finance","Michael Fassbender","Harry Potter"
"Chuck Magee",2015-03-01,22,22,1,"Team Lead","Finance","Michael Fassbender","Harry Potter"
"Chuck Magee",2015-04-01,22,22,1,"Team Lead","Finance","Michael Fassbender","Harry Potter"
"Chuck Magee",2015-05-01,21,21,1,"Team Lead","Finance","Michael Fassbender","Harry Potter"
"Chuck Magee",2015-06-01,22,22,1,"Team Lead","Finance","Michael Fassbender","Harry Potter"
"Chuck Magee",2015-07-01,23,23,1,"Team Lead","Finance","Michael Fassbender","Harry Potter"
"Chuck Magee",2015-08-01,21,21,1,"Team Lead","Finance","Michael Fassbender","Harry Potter"
"Chuck Magee",2015-09-01,22,22,1,"Team Lead","Finance","Michael Fassbender","Harry Potter"
"Chuck Magee",2015-10-01,22,22,1,"Team Lead","Finance","Michael Fassbender","Harry Potter"
"Chuck Magee",2015-11-01,21,21,1,"Team Lead","Finance","Michael Fassbender","Harry Potter"
"Chuck Magee",2015-12-01,23,23,1,"Team Lead","Finance","Michael Fassbender","Harry Potter"
"Chuck Magee",2016-01-01,21,21,1,"Team Lead","Finance","Michael Fassbender","Harry Potter"
"Chuck Magee",2016-02-01,21,21,1,"Team Lead","Finance","Michael Fassbender","Harry Potter"
"Chuck Magee",2016-03-01,23,23,1,"Team Lead","Finance","Michael Fassbender","Harry Potter"
"Chuck Magee",2016-04-01,21,21,1,"Team Lead","Finance","Michael Fassbender","Harry Potter"
"Chuck Magee",2016-05-01,22,22,1,"Team Lead","Finance","Michael Fassbender","Harry Potter"
"Chuck Magee",2016-06-01,22,22,1,"Team Lead","Finance","Michael Fassbender","Harry Potter"
"Chuck Magee",2016-07-01,21,21,1,"Team Lead","Finance","Michael Fassbender","Harry Potter"
"Chuck Magee",2016-08-01,23,23,1,"Team Lead","Finance","Michael Fassbender","Harry Potter"
"Chuck Magee",2016-09-01,22,22,1,"Team Lead","Finance","Michael Fassbender","Harry Potter"
"Chuck Magee",2016-10-01,21,21,1,"Team Lead","Finance","Michael Fassbender","Harry Potter"
"Chuck Magee",2016-11-01,22,22,1,"Team Lead","Finance","Michael Fassbender","Harry Potter"
"Chuck Magee",2016-12-01,22,22,1,"Team Lead","Finance","Michael Fassbender","Harry Potter"
"Chuck Magee",2017-01-01,22,22,1,"Team Lead","Finance","Michael Fassbender","Harry Potter"
"Chuck Magee",2017-02-01,20,20,1,"Team Lead","Finance","Michael Fassbender","Harry Potter"
"Chuck Magee",2017-03-01,23,23,1,"Team Lead","Finance","Michael Fassbender","Harry Potter"
"Chuck Magee",2017-04-01,20,20,1,"Team Lead","Finance","Michael Fassbender","Harry Potter"
"Chuck Magee",2017-05-01,23,23,1,"Team Lead","Finance","Michael Fassbender","Harry Potter"
"Chuck Magee",2017-06-01,22,22,1,"Team Lead","Finance","Michael Fassbender","Harry Potter"
"Chuck Magee",2017-07-01,21,21,1,"Team Lead","Finance","Michael Fassbender","Harry Potter"
"Chuck Magee",2017-08-01,23,23,1,"Team Lead","Finance","Michael Fassbender","Harry Potter"
"Chuck Magee",2017-09-01,21,21,1,"Team Lead","Finance","Michael Fassbender","Harry Potter"
"Chuck Magee",2017-10-01,22,22,1,"Team Lead","Finance","Michael Fassbender","Harry Potter"
"Chuck Magee",2017-11-01,22,22,1,"Team Lead","Finance","Michael Fassbender","Harry Potter"
"Chuck Magee",2017-12-01,21,21,1,"Team Lead","Finance","Michael Fassbender","Harry Potter"
"Cindy Schnelling",2015-01-01,22,22,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Cindy Schnelling",2015-02-01,20,20,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Cindy Schnelling",2015-03-01,22,22,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Cindy Schnelling",2015-04-01,22,22,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Cindy Schnelling",2015-05-01,21,21,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Cindy Schnelling",2015-06-01,22,22,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Cindy Schnelling",2015-07-01,23,23,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Cindy Schnelling",2015-08-01,21,21,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Cindy Schnelling",2015-09-01,22,22,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Cindy Schnelling",2015-10-01,22,22,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Cindy Schnelling",2015-11-01,21,21,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Cindy Schnelling",2015-12-01,23,23,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Cindy Schnelling",2016-01-01,21,21,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Cindy Schnelling",2016-02-01,21,21,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Cindy Schnelling",2016-03-01,23,23,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Cindy Schnelling",2016-04-01,21,21,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Cindy Schnelling",2016-05-01,22,22,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Cindy Schnelling",2016-06-01,22,22,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Cindy Schnelling",2016-07-01,21,21,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Cindy Schnelling",2016-08-01,23,23,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Cindy Schnelling",2016-09-01,22,22,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Cindy Schnelling",2016-10-01,21,21,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Cindy Schnelling",2016-11-01,22,22,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Cindy Schnelling",2016-12-01,22,22,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Cindy Schnelling",2017-01-01,22,22,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Cindy Schnelling",2017-02-01,20,20,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Cindy Schnelling",2017-03-01,23,23,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Cindy Schnelling",2017-04-01,20,20,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Cindy Schnelling",2017-05-01,23,23,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Cindy Schnelling",2017-06-01,22,22,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Cindy Schnelling",2017-07-01,21,21,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Cindy Schnelling",2017-08-01,23,23,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Cindy Schnelling",2017-09-01,21,21,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Cindy Schnelling",2017-10-01,22,22,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Cindy Schnelling",2017-11-01,22,22,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Cindy Schnelling",2017-12-01,21,21,1,"Individual Contributor","General","Jesusa Shin","Harry Potter"
"Claudia Miner",2015-01-01,22,22,1,"Individual Contributor","Financial Aid","Michael Fassbender","Harry Potter"
"Claudia Miner",2015-02-01,20,20,1,"Individual Contributor","Financial Aid","Michael Fassbender","Harry Potter"
"Claudia Miner",2015-03-01,22,22,1,"Individual Contributor","Financial Aid","Michael Fassbender","Harry Potter"
"Claudia Miner",2015-04-01,22,22,1,"Individual Contributor","Financial Aid","Michael Fassbender","Harry Potter"
"Claudia Miner",2015-05-01,21,21,1,"Individual Contributor","Financial Aid","Michael Fassbender","Harry Potter"
"Claudia Miner",2015-06-01,22,22,1,"Individual Contributor","Financial Aid","Michael Fassbender","Harry Potter"
"Claudia Miner",2016-07-01,21,21,1,"Team Lead","Financial Aid","Michael Fassbender","Harry Potter"
"Claudia Miner",2016-08-01,23,23,1,"Team Lead","Financial Aid","Michael Fassbender","Harry Potter"
"Claudia Miner",2016-09-01,22,22,1,"Team Lead","Financial Aid","Michael Fassbender","Harry Potter"
"Claudia Miner",2016-10-01,21,21,1,"Team Lead","Financial Aid","Michael Fassbender","Harry Potter"
"Claudia Miner",2016-11-01,22,22,1,"Team Lead","Financial Aid","Michael Fassbender","Harry Potter"
"Claudia Miner",2016-12-01,22,22,1,"Team Lead","Financial Aid","Michael Fassbender","Harry Potter"
"Claudia Miner",2017-01-01,22,22,1,"Team Lead","Financial Aid","Michael Fassbender","Harry Potter"
"Claudia Miner",2017-02-01,20,20,1,"Team Lead","Financial Aid","Michael Fassbender","Harry Potter"
"Claudia Miner",2017-03-01,23,23,1,"Team Lead","Financial Aid","Michael Fassbender","Harry Potter"
"Claudia Miner",2017-04-01,20,20,1,"Team Lead","Financial Aid","Michael Fassbender","Harry Potter"
"Claudia Miner",2017-05-01,23,23,1,"Team Lead","Financial Aid","Michael Fassbender","Harry Potter"
"Claudia Miner",2017-06-01,22,22,1,"Team Lead","Financial Aid","Michael Fassbender","Harry Potter"
"Claudia Miner",2017-07-01,21,21,1,"Team Lead","Financial Aid","Michael Fassbender","Harry Potter"
"Claudia Miner",2017-08-01,23,23,1,"Team Lead","Financial Aid","Michael Fassbender","Harry Potter"
"Claudia Miner",2017-09-01,21,21,1,"Team Lead","Financial Aid","Michael Fassbender","Harry Potter"
"Claudia Miner",2017-10-01,22,22,1,"Team Lead","Financial Aid","Michael Fassbender","Harry Potter"
"Claudia Miner",2017-11-01,22,22,1,"Team Lead","Financial Aid","Michael Fassbender","Harry Potter"
"Claudia Miner",2017-12-01,21,21,1,"Team Lead","Financial Aid","Michael Fassbender","Harry Potter"
"Clay Rozendal",2016-03-01,23,12,0.52,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Clay Rozendal",2016-04-01,21,21,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Clay Rozendal",2016-05-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Clay Rozendal",2016-06-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Clay Rozendal",2016-07-01,21,21,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Clay Rozendal",2016-08-01,23,23,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Clay Rozendal",2016-09-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Clay Rozendal",2016-10-01,21,21,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Clay Rozendal",2016-11-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Clay Rozendal",2016-12-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Clay Rozendal",2017-01-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Clay Rozendal",2017-02-01,20,20,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Clay Rozendal",2017-03-01,23,23,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Clay Rozendal",2017-04-01,20,20,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Clay Rozendal",2017-05-01,23,23,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Clay Rozendal",2017-06-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Clay Rozendal",2017-07-01,21,21,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Clay Rozendal",2017-08-01,23,23,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Clay Rozendal",2017-09-01,21,21,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Clay Rozendal",2017-10-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Clay Rozendal",2017-11-01,22,22,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Clay Rozendal",2017-12-01,21,21,1,"Individual Contributor","Middleware","Jesusa Shin","Harry Potter"
"Dan Reichenbach",2015-01-01,22,22,1,"Team Lead","FA/AR","Leonardo Dicaprio","Harry Potter"
"Dan Reichenbach",2015-02-01,20,20,1,"Team Lead","FA/AR","Leonardo Dicaprio","Harry Potter"
"Dan Reichenbach",2015-03-01,22,22,1,"Team Lead","FA/AR","Leonardo Dicaprio","Harry Potter"
"Dan Reichenbach",2015-04-01,22,22,1,"Team Lead","FA/AR","Leonardo Dicaprio","Harry Potter"
"Dan Reichenbach",2015-05-01,21,21,1,"Team Lead","FA/AR","Leonardo Dicaprio","Harry Potter"
"Dan Reichenbach",2015-06-01,22,22,1,"Team Lead","FA/AR","Leonardo Dicaprio","Harry Potter"
"Dan Reichenbach",2015-07-01,23,23,1,"Team Lead","FA/AR","Leonardo Dicaprio","Harry Potter"
"Dan Reichenbach",2015-08-01,21,21,1,"Team Lead","FA/AR","Leonardo Dicaprio","Harry Potter"
"Dan Reichenbach",2015-09-01,22,22,1,"Team Lead","FA/AR","Leonardo Dicaprio","Harry Potter"
"Dan Reichenbach",2015-10-01,22,22,1,"Team Lead","FA/AR","Leonardo Dicaprio","Harry Potter"
"Dan Reichenbach",2015-11-01,21,21,1,"Team Lead","FA/AR","Leonardo Dicaprio","Harry Potter"
"Dan Reichenbach",2015-12-01,23,23,1,"Team Lead","FA/AR","Leonardo Dicaprio","Harry Potter"
"Dan Reichenbach",2016-01-01,21,21,1,"Team Lead","FA/AR","Leonardo Dicaprio","Harry Potter"
"Dan Reichenbach",2016-02-01,21,21,1,"Team Lead","FA/AR","Leonardo Dicaprio","Harry Potter"
"Dan Reichenbach",2016-03-01,23,23,1,"Team Lead","Core Components","Leonardo Dicaprio","Harry Potter"
"Dan Reichenbach",2016-04-01,21,21,1,"Team Lead","Core Components","Leonardo Dicaprio","Harry Potter"
"Dan Reichenbach",2016-05-01,22,22,1,"Team Lead","Core Components","Leonardo Dicaprio","Harry Potter"
"Dan Reichenbach",2016-06-01,22,22,1,"Team Lead","Core Components","Leonardo Dicaprio","Harry Potter"
"Dan Reichenbach",2016-07-01,21,21,1,"Team Lead","Core Components","Leonardo Dicaprio","Harry Potter"
"Dan Reichenbach",2016-08-01,23,23,1,"Team Lead","Core Components","Leonardo Dicaprio","Harry Potter"
"Dan Reichenbach",2016-09-01,22,22,1,"Team Lead","Core Components","Leonardo Dicaprio","Harry Potter"
"Dan Reichenbach",2016-10-01,21,21,1,"Team Lead","Core Components","Leonardo Dicaprio","Harry Potter"
"Dan Reichenbach",2016-11-01,22,22,1,"Team Lead","Core Components","Leonardo Dicaprio","Harry Potter"
"Dan Reichenbach",2016-12-01,22,22,1,"Team Lead","Core Components","Leonardo Dicaprio","Harry Potter"
